record_date,transaction_type,transaction_today_amt
2025-03-27,Withdrawals,262388
2025-03-28,Deposits,51338
2025-03-28,Withdrawals,30199
2025-03-31,Deposits,262528
2025-03-31,Withdrawals,158527
2025-04-01,Deposits,250276
2025-04-01,Withdrawals,356205
2025-04-02,Deposits,27107
2025-04-02,Withdrawals,25341
2025-04-03,Deposits,288863
2025-04-03,Withdrawals,294120
2025-04-04,Deposits,19612
2025-04-04,Withdrawals,24584
2025-04-07,Deposits,35096
2025-04-07,Withdrawals,16496
2025-04-08,Deposits,288345
2025-04-08,Withdrawals,251700
2025-04-09,Deposits,26365
2025-04-09,Withdrawals,57808
2025-04-10,Deposits,260867
2025-04-10,Withdrawals,261590
2025-04-11,Deposits,50472
2025-04-11,Withdrawals,34438
2025-04-14,Deposits,105439
2025-04-14,Withdrawals,20263
2025-04-15,Deposits,549490
2025-04-15,Withdrawals,364699
2025-04-16,Deposits,89853
2025-04-16,Withdrawals,51527
2025-04-17,Deposits,324751
2025-04-17,Withdrawals,363545
2025-04-18,Deposits,30999
2025-04-18,Withdrawals,18616
2025-04-21,Deposits,43568
2025-04-21,Withdrawals,29511
2025-04-22,Deposits,275118
2025-04-22,Withdrawals,294881
2025-04-23,Deposits,32570
2025-04-23,Withdrawals,63092
2025-04-24,Deposits,245130
2025-04-24,Withdrawals,258528
2025-04-25,Deposits,28866
2025-04-25,Withdrawals,19943
2025-04-28,Deposits,46358
2025-04-28,Withdrawals,20051
2025-04-29,Deposits,254500
2025-04-29,Withdrawals,235798
2025-04-30,Deposits,307737
2025-04-30,Withdrawals,246784
2025-05-01,Deposits,278371
2025-05-01,Withdrawals,362932
2025-05-02,Deposits,23148
2025-05-02,Withdrawals,41890
2025-05-05,Deposits,33349
2025-05-05,Withdrawals,17346
2025-05-06,Deposits,235920
2025-05-06,Withdrawals,242518
2025-05-07,Deposits,29897
2025-05-07,Withdrawals,17791
2025-05-08,Deposits,236990
2025-05-08,Withdrawals,256623
2025-05-09,Deposits,16488
2025-05-09,Withdrawals,19969
2025-05-12,Deposits,32491
2025-05-12,Withdrawals,21874
2025-05-13,Deposits,258951
2025-05-13,Withdrawals,251662
2025-05-14,Deposits,19406
2025-05-14,Withdrawals,47623
2025-05-15,Deposits,471702
2025-05-15,Withdrawals,537484
2025-05-16,Deposits,27806
2025-05-16,Withdrawals,19754
2025-05-19,Deposits,33869
2025-05-19,Withdrawals,15366
2025-05-20,Deposits,233229
2025-05-20,Withdrawals,244911
2025-05-21,Deposits,20115
2025-05-21,Withdrawals,55758
2025-05-22,Deposits,252948
2025-05-22,Withdrawals,255084
2025-05-23,Deposits,17086
2025-05-23,Withdrawals,20196
2025-05-27,Deposits,256172
2025-05-27,Withdrawals,249333
2025-05-28,Deposits,11376
2025-05-28,Withdrawals,52229
2025-05-29,Deposits,241792
2025-05-29,Withdrawals,278575
2025-05-30,Deposits,64363
2025-05-30,Withdrawals,112768
2025-06-02,Deposits,277559
2025-06-02,Withdrawals,189639
2025-06-03,Deposits,215789
2025-06-03,Withdrawals,272215
2025-06-04,Deposits,19760
2025-06-04,Withdrawals,26533
2025-06-05,Deposits,217045
2025-06-05,Withdrawals,242373
2025-06-06,Deposits,16368
2025-06-06,Withdrawals,22461
2025-06-09,Deposits,33349
2025-06-09,Withdrawals,19312
2025-06-10,Deposits,199440
2025-06-10,Withdrawals,248828
2025-06-11,Deposits,27397
2025-06-11,Withdrawals,59779
2025-06-12,Deposits,276650
2025-06-12,Withdrawals,292867
2025-06-13,Deposits,49868
2025-06-13,Withdrawals,22598
2025-06-16,Deposits,232608
2025-06-16,Withdrawals,74385
2025-06-17,Deposits,206443
2025-06-17,Withdrawals,243608
2025-06-18,Deposits,29617
2025-06-18,Withdrawals,54905
2025-06-20,Deposits,228968
2025-06-20,Withdrawals,246300
2025-06-23,Deposits,37415
2025-06-23,Withdrawals,29364
2025-06-24,Deposits,226681
2025-06-24,Withdrawals,243185
2025-06-25,Deposits,24778
2025-06-25,Withdrawals,48270
2025-06-26,Deposits,219365
2025-06-26,Withdrawals,249102
2025-06-27,Deposits,50480
2025-06-27,Withdrawals,16978
2025-06-30,Deposits,282618
2025-06-30,Withdrawals,163987
2025-07-01,Deposits,265504
2025-07-01,Withdrawals,354979
2025-07-02,Deposits,22413
2025-07-02,Withdrawals,17691
2025-07-03,Deposits,224931
2025-07-03,Withdrawals,283995
2025-07-07,Deposits,38699
2025-07-07,Withdrawals,19380
2025-07-08,Deposits,237922
2025-07-08,Withdrawals,227361
2025-07-09,Deposits,16204
2025-07-09,Withdrawals,48206
2025-07-10,Deposits,276853
2025-07-10,Withdrawals,299504
2025-07-11,Deposits,15389
2025-07-11,Withdrawals,21422
2025-07-14,Deposits,30688
2025-07-14,Withdrawals,14826
2025-07-15,Deposits,372368
2025-07-15,Withdrawals,342656
2025-07-16,Deposits,29838
2025-07-16,Withdrawals,45692
2025-07-17,Deposits,242552
2025-07-17,Withdrawals,237613
2025-07-18,Deposits,17721
2025-07-18,Withdrawals,19086
2025-07-21,Deposits,31582
2025-07-21,Withdrawals,27878
2025-07-22,Deposits,246600
2025-07-22,Withdrawals,220619
2025-07-23,Deposits,35018
2025-07-23,Withdrawals,46817
2025-07-24,Deposits,250884
2025-07-24,Withdrawals,235012
2025-07-25,Deposits,13692
2025-07-25,Withdrawals,15004
2025-07-28,Deposits,30760
2025-07-28,Withdrawals,16293
2025-07-29,Deposits,260751
2025-07-29,Withdrawals,205481
2025-07-30,Deposits,16573
2025-07-30,Withdrawals,14960
2025-07-31,Deposits,528380
2025-07-31,Withdrawals,450230
2025-08-01,Deposits,36566
2025-08-01,Withdrawals,156389
2025-08-04,Deposits,33913
2025-08-04,Withdrawals,18883
2025-08-05,Deposits,260277
2025-08-05,Withdrawals,193846
2025-08-06,Deposits,20384
2025-08-06,Withdrawals,15306
2025-08-07,Deposits,311572
2025-08-07,Withdrawals,284199
2025-08-08,Deposits,14782
2025-08-08,Withdrawals,15409
2025-08-11,Deposits,28731
2025-08-11,Withdrawals,15510
2025-08-12,Deposits,262335
2025-08-12,Withdrawals,221118
2025-08-13,Deposits,16543
2025-08-13,Withdrawals,46574
2025-08-14,Deposits,266513
2025-08-14,Withdrawals,232899
2025-08-15,Deposits,185610
2025-08-15,Withdrawals,241585
2025-08-18,Deposits,43869
2025-08-18,Withdrawals,17488
2025-08-19,Deposits,268751
2025-08-19,Withdrawals,225457
2025-08-20,Deposits,21884
2025-08-20,Withdrawals,58602
2025-08-21,Deposits,262906
2025-08-21,Withdrawals,227720
2025-08-22,Deposits,35822
2025-08-22,Withdrawals,15565
2025-08-25,Deposits,31133
2025-08-25,Withdrawals,17123
2025-08-26,Deposits,264922
2025-08-26,Withdrawals,227541
2025-08-27,Deposits,19240
2025-08-27,Withdrawals,56340
2025-08-28,Deposits,259308
2025-08-28,Withdrawals,245443
2025-08-29,Deposits,55823
2025-08-29,Withdrawals,110259
2025-09-02,Deposits,532386
2025-09-02,Withdrawals,397520
